Record_ID,Symbol,Company_Name,Sector,Date,Open_Price,High_Price,Low_Price,Close_Price,Volume,Market_Cap,PE_Ratio,Dividend_Yield,RSI
STK_001297,AMGN,Amgen Inc.,Healthcare,2025-02-15,280.64,283.89,268.47,272.63,986484097.0,146051785714.0,29.7,2.33,31.7
STK_013095,MU,Micron Technology Inc.,Technology,2025-03-13,86.55,90.71,84.96,89.54,454081194.0,94807058823.0,9.1,0.75,28.3
STK_017384,GOOGL,Alphabet Inc.,Technology,2025-03-18,138.14,141.08,134.42,137.53,3054724757.0,1768242857142.0,14.7,0.14,
STK_003930,QCOM,Qualcomm Inc.,Technology,2025-03-09,137.59,143.4,134.45,139.28,220585451.0,159177142857.0,14.3,1.95,71.3
STK_003815,PM,Philip Morris International Inc.,Consumer Defensive,2025-03-08,94.56,98.65,92.45,97.47,2161967668.0,153900000000.0,29.7,0.17,63.7
STK_001069,AMGN,Amgen Inc.,Healthcare,2025-02-20,283.6,289.68,281.71,284.43,1042240244.0,152373214285.0,15.3,0.76,61.5
STK_005025,MU,Micron Technology Inc.,Technology,2025-03-09,84.76,87.34,82.76,86.12,98429531.0,91185882352.0,21.7,1.9,58.9
STK_015114,PEP,PepsiCo Inc.,Consumer Defensive,2025-03-15,166.65,169.46,160.19,164.28,820363595.0,222261176470.0,17.2,2.98,
STK_012430,HD,Home Depot Inc.,Consumer Cyclical,2025-03-09,333.52,342.83,321.43,327.38,1462163669.0,347221212121.0,22.0,0.64,52.2
STK_016787,PEP,PepsiCo Inc.,Consumer Defensive,2025-01-22,169.08,171.93,163.75,166.58,7144042276.0,225372941176.0,25.5,0.07,72.1
STK_000896,GM,General Motors Co.,Consumer Cyclical,2025-01-26,39.59,40.01,38.2,39.03,9332134638.0,58545000000.0,19.3,0.5,37.6
STK_001796,UPS,United Parcel Service Inc.,Industrials,2025-02-12,162.67,166.55,159.99,164.99,3204427573.0,144366250000.0,37.9,2.01,72.2
STK_010041,PM,Philip Morris International Inc.,Consumer Defensive,2025-01-23,96.31,98.27,94.33,95.99,3098372678.0,151563157894.0,25.0,1.02,
STK_005245,GM,General Motors Co.,Consumer Cyclical,2025-01-10,39.32,39.53,37.97,39.13,753222106.0,58695000000.0,32.0,1.89,27.4
STK_001486,IBM,International Business Machines Corp.,Technology,2025-01-06,181.02,193.09,176.99,191.17,238654171.0,169928888888.0,18.3,1.42,26.1
STK_015105,PG,Procter & Gamble Co.,Consumer Defensive,2025-02-27,147.64,151.28,144.88,148.83,2824652343.0,359244827586.0,34.5,3.74,63.2
STK_004482,AAPL,Apple Inc.,Technology,2025-02-12,182.78,187.48,175.04,177.56,309912764.0,2762044444444.0,10.2,4.18,65.6
STK_001525,GM,General Motors Co.,Consumer Cyclical,2025-02-26,39.56,40.62,38.44,39.01,352386299.0,58515000000.0,22.6,3.95,53.6
STK_002401,NFLX,Netflix Inc.,Communication Services,2025-03-02,547.23,552.74,521.83,529.11,1446230570.0,230884363636.0,25.1,3.64,54.8
STK_014475,AMZN,Amazon.com Inc.,Consumer Cyclical,2025-01-24,148.51,151.33,147.44,148.26,4114763161.0,1581440000000.0,41.6,0.98,64.6
STK_001313,ORCL,Oracle Corporation,Technology,2025-02-14,121.75,123.83,116.79,120.15,4479046844.0,,19.1,2.54,79.6
STK_007915,GE,General Electric Co.,Industrials,2025-01-21,132.25,136.88,128.9,134.26,747314494.0,144587692307.0,31.4,2.9,52.3
STK_001652,IBM,International Business Machines Corp.,Technology,2025-03-31,180.14,182.96,178.28,180.34,783429666.0,160302222222.0,36.8,2.82,40.2
STK_007139,PG,Procter & Gamble Co.,Consumer Defensive,2025-01-31,145.87,148.51,137.64,140.26,2276215600.0,338558620689.0,21.8,3.81,51.9
STK_012256,RTX,RTX Corporation,Industrials,2025-03-12,84.59,88.63,82.98,86.99,674041823.0,122809411764.0,30.2,1.68,67.9
STK_004736,AAPL,Apple Inc.,Technology,2025-03-11,177.6,184.42,172.36,182.82,2047545408.0,2843866666666.0,8.0,0.08,74.1
STK_003383,GE,General Electric Co.,Industrials,2025-02-21,129.39,130.66,124.89,127.57,2499549603.0,137383076923.0,43.4,3.0,53.8
STK_010167,SBUX,Starbucks Corporation,Consumer Cyclical,2025-02-03,93.45,98.03,92.12,95.29,6439702794.0,110335789473.0,28.8,1.48,58.7
STK_015952,CAT,Caterpillar Inc.,Industrials,2025-03-21,234.27,241.93,228.43,236.29,977345082.0,123281739130.0,27.9,3.44,50.2
STK_011526,INTC,Intel Corporation,Technology,2025-02-02,40.52,41.59,39.53,39.98,940402314.0,179910000000.0,32.4,0.24,37.6
STK_008604,CAT,Caterpillar Inc.,Industrials,2025-03-13,226.81,233.57,223.69,226.7,73695736.0,118278260869.0,14.7,2.4,33.2
STK_016872,ORCL,Oracle Corporation,Technology,2025-01-30,119.97,122.39,119.26,121.63,1846634924.0,324346666666.0,24.4,1.91,25.9
STK_003528,UNH,UnitedHealth Group Inc.,Healthcare,2025-03-15,509.08,527.01,499.9,515.64,1493528337.0,464076000000.0,38.2,0.5,50.6
STK_015057,RTX,RTX Corporation,Industrials,2025-03-16,86.6,88.38,84.4,84.93,1286847342.0,119901176470.0,34.8,2.73,47.8
STK_005539,ORCL,Oracle Corporation,Technology,2025-01-23,122.03,124.19,118.24,121.31,449164301.0,323493333333.0,15.7,1.47,24.5
STK_011180,EA,Electronic Arts Inc.,Communication Services,2025-02-11,132.16,135.96,124.68,126.7,974819212.0,38984615384.0,21.5,3.71,68.7
STK_011624,JPM,JPMorgan Chase & Co.,Financial Services,2025-02-19,167.36,177.2,162.64,172.53,554158000.0,507441176470.0,15.5,0.53,70.9
STK_007277,ADBE,Adobe Inc.,Technology,2025-01-02,512.59,516.05,483.94,491.44,175601276.0,236269230769.0,17.1,2.14,51.1
STK_000376,AMD,Advanced Micro Devices Inc.,Technology,2025-01-28,152.6,154.29,144.94,149.37,536784925.0,238992000000.0,28.7,0.92,67.9
STK_004905,TMO,Thermo Fisher Scientific Inc.,Healthcare,2025-03-05,560.67,578.84,547.58,564.2,4596256451.0,225680000000.0,8.0,3.24,49.9
STK_014347,MSFT,Microsoft Corporation,Technology,2025-02-09,381.89,392.16,375.11,385.63,2019908993.0,2537039473684.0,23.8,3.29,62.1
STK_013113,META,Meta Platforms Inc.,Communication Services,2025-01-19,316.56,331.49,309.46,326.64,778908417.0,1020750000000.0,40.2,3.76,57.9
STK_013561,V,Visa Inc.,Financial Services,2025-01-21,246.88,257.96,245.49,250.66,2366378375.0,501320000000.0,21.4,1.12,63.7
STK_015625,GS,Goldman Sachs Group Inc.,Financial Services,2025-01-20,381.91,385.17,375.55,379.76,2843139015.0,129917894736.0,14.0,0.66,39.3
STK_001355,ATVI,Activision Blizzard Inc.,Communication Services,2025-02-01,90.59,92.76,88.03,88.63,229188604.0,68934444444.0,16.0,3.67,58.1
STK_007593,TSLA,Tesla Inc.,Automotive,2025-03-16,223.04,226.81,214.37,217.88,2489450699.0,693254545454.0,28.1,2.71,12.7
STK_016676,JPM,JPMorgan Chase & Co.,Financial Services,2025-02-23,171.5,180.11,168.42,176.54,2245027011.0,519235294117.0,16.0,1.52,65.3
STK_010418,UNH,UnitedHealth Group Inc.,Healthcare,2025-02-04,491.11,497.82,484.63,490.36,82469123.0,441324000000.0,26.8,0.53,63.4
STK_007539,SBUX,Starbucks Corporation,Consumer Cyclical,2025-02-16,96.29,101.2,95.76,98.88,333855471.0,114492631578.0,27.5,2.45,51.0
STK_003309,META,Meta Platforms Inc.,Communication Services,2025-01-29,317.06,338.43,308.95,329.82,414781814.0,1030687500000.0,24.2,2.03,68.5
STK_004727,MSFT,Microsoft Corporation,Technology,2025-02-04,377.19,382.0,371.75,374.01,1553874177.0,2460592105263.0,27.9,4.24,57.3
STK_015435,MSFT,Microsoft Corporation,Technology,2025-03-05,381.03,390.76,,371.23,1445423756.0,2442302631578.0,19.5,3.23,66.7
STK_001428,UPS,United Parcel Service Inc.,Industrials,2025-01-19,161.18,164.73,160.29,161.13,8692263768.0,140988750000.0,25.2,1.64,46.6
STK_004703,QCOM,Qualcomm Inc.,Technology,2025-01-08,137.3,139.77,133.39,138.84,4167368060.0,158674285714.0,,4.29,36.3
STK_009656,MMM,3M Company,Industrials,2025-03-13,105.41,109.29,103.93,107.49,444996320.0,61422857142.0,19.3,4.44,52.1
STK_016491,SBUX,Starbucks Corporation,Consumer Cyclical,2025-02-22,96.21,100.02,93.65,98.51,651172417.0,114064210526.0,37.5,3.57,50.4
STK_010969,ORCL,Oracle Corporation,Technology,2025-02-25,118.91,121.15,116.07,117.92,2866331564.0,314453333333.0,35.4,3.29,55.3
STK_010571,MDT,Medtronic plc,Healthcare,2025-01-17,85.44,87.82,82.86,83.83,3180918236.0,108485882352.0,21.9,4.45,42.3
STK_013889,INTC,Intel Corporation,Technology,2025-03-02,40.51,41.44,38.45,39.39,489588118.0,177255000000.0,36.7,1.35,55.0
STK_010353,MDT,Medtronic plc,Healthcare,2025-02-06,85.67,89.6,84.85,87.26,52996902.0,112924705882.0,19.5,4.24,31.4
STK_005347,IBM,International Business Machines Corp.,Technology,2025-03-13,181.45,187.18,179.66,182.11,218013421.0,161875555555.0,19.4,2.04,30.8
STK_009375,PEP,PepsiCo Inc.,Consumer Defensive,2025-03-26,171.96,176.15,168.41,171.49,182273391.0,232015882352.0,32.4,3.61,72.4
STK_009571,ABT,Abbott Laboratories,Healthcare,2025-03-15,108.38,110.27,104.24,106.82,849598990.0,184507272727.0,37.9,1.09,30.9
STK_013210,GOOGL,Alphabet Inc.,Technology,2025-03-10,141.79,143.72,139.77,141.22,6244242843.0,1815685714285.0,20.1,0.93,48.9
STK_009819,JPM,JPMorgan Chase & Co.,Financial Services,2025-01-23,172.1,174.12,165.55,169.61,5154189255.0,498852941176.0,39.5,1.51,53.0
STK_001763,EA,Electronic Arts Inc.,Communication Services,2025-02-24,130.0,131.92,127.97,130.0,4069061434.0,40000000000.0,33.0,2.96,29.6
STK_013698,MMM,3M Company,Industrials,2025-03-17,103.67,107.15,101.39,104.37,970092784.0,59640000000.0,29.0,0.75,48.3
STK_004510,BA,Boeing Co.,Industrials,2025-01-26,218.27,231.51,215.08,228.33,1595149796.0,145300909090.0,27.8,2.99,16.6
STK_016285,NFLX,Netflix Inc.,Communication Services,2025-01-16,559.44,575.99,554.88,559.49,47654657.0,244141090909.0,28.9,2.07,51.6
STK_009036,LIN,Linde plc,Basic Materials,2025-02-18,407.8,421.95,397.2,412.73,3146660884.0,206365000000.0,31.8,1.11,50.4
STK_006955,CAT,Caterpillar Inc.,Industrials,2025-01-23,230.48,235.93,226.46,229.04,4767588378.0,119499130434.0,24.7,0.02,34.3
STK_012824,AAPL,Apple Inc.,Technology,2025-01-19,183.53,184.92,179.95,182.39,539788951.0,2837177777777.0,16.7,2.27,42.7
STK_014519,META,Meta Platforms Inc.,Communication Services,2025-03-01,317.86,324.88,314.25,316.94,4396393019.0,990437500000.0,,3.1,56.1
STK_010681,JPM,JPMorgan Chase & Co.,Financial Services,2025-01-04,173.14,181.74,169.69,176.82,718887834.0,520058823529.0,21.6,4.36,27.1
STK_016964,ADBE,Adobe Inc.,Technology,2025-03-28,528.15,546.95,517.91,533.4,3025656955.0,256442307692.0,17.9,0.64,38.0
STK_000739,V,Visa Inc.,Financial Services,2025-02-01,247.4,249.04,244.04,245.85,450922303.0,491700000000.0,14.7,1.77,56.6
STK_016306,TXN,Texas Instruments Inc.,Technology,2025-02-11,167.6,168.72,166.17,167.44,954546890.0,152218181818.0,24.5,4.23,34.8
STK_004137,TXN,Texas Instruments Inc.,Technology,2025-01-19,162.24,166.22,158.75,162.67,29084308490.0,147881818181.0,10.6,2.54,37.0
STK_005981,RTX,RTX Corporation,Industrials,2025-03-08,84.64,88.11,83.5,86.1,1176190332.0,121552941176.0,28.5,0.32,67.7
STK_008101,AVGO,Broadcom Inc.,Technology,2025-02-25,1179.53,1205.87,1121.58,1133.4,629589012.0,472250000000.0,33.6,0.65,65.1
STK_017362,F,Ford Motor Co.,Consumer Cyclical,2025-02-19,12.22,12.34,11.68,12.0,2112095226.0,50000000000.0,12.7,3.83,40.9
STK_000511,AMZN,Amazon.com Inc.,Consumer Cyclical,2025-03-24,151.01,154.47,144.28,147.55,4534946871.0,1573866666666.0,14.8,2.75,69.2
STK_007739,PYPL,PayPal Holdings Inc.,Financial Services,2025-01-02,64.74,67.61,63.08,65.8,228115031.0,80984615384.0,25.9,2.94,60.8
STK_011440,ABT,Abbott Laboratories,Healthcare,2025-01-29,111.82,116.22,108.72,114.41,327944302.0,197617272727.0,25.7,3.2,33.6
STK_001060,JNJ,Johnson & Johnson,Healthcare,2025-02-08,153.63,160.29,151.04,158.34,927675951.0,408619354838.0,9.1,0.7,49.1
STK_008608,V,Visa Inc.,Financial Services,2025-03-05,245.29,246.71,230.07,235.11,351716404.0,470220000000.0,24.9,0.24,43.6
STK_002110,MA,Mastercard Inc.,Financial Services,2025-02-06,393.04,404.25,,384.79,612402615.0,384790000000.0,15.7,3.13,68.8
STK_015290,AMZN,Amazon.com Inc.,Consumer Cyclical,2025-02-27,148.88,151.81,142.62,144.57,6302496143.0,1542080000000.0,14.4,2.18,47.5
STK_012275,AMGN,Amgen Inc.,Healthcare,2025-02-18,281.36,293.64,277.42,290.32,3039536491.0,155528571428.0,21.7,1.68,34.7
STK_001515,PG,Procter & Gamble Co.,Consumer Defensive,2025-01-17,144.5,153.19,142.29,148.77,449937792.0,359100000000.0,16.3,0.14,46.2
STK_012739,EA,Electronic Arts Inc.,Communication Services,2025-01-15,129.14,134.56,126.08,130.99,1643922369.0,40304615384.0,19.2,1.63,51.4
STK_016080,PEP,PepsiCo Inc.,Consumer Defensive,2025-03-19,167.68,173.79,166.81,169.38,1523166831.0,229161176470.0,26.4,3.89,57.5
STK_016047,PG,Procter & Gamble Co.,Consumer Defensive,2025-02-13,143.5,155.28,139.43,153.61,203211368.0,370782758620.0,25.9,0.63,57.4
STK_016056,TSLA,Tesla Inc.,Automotive,2025-03-25,223.18,226.77,218.54,221.34,1856183777.0,704263636363.0,24.8,4.11,70.2
STK_007575,TXN,Texas Instruments Inc.,Technology,2025-03-20,163.93,167.04,157.23,160.65,2454802074.0,146045454545.0,12.8,3.86,40.0
STK_008526,AMD,Advanced Micro Devices Inc.,Technology,2025-01-09,147.3,149.99,144.02,148.46,2503015185.0,237536000000.0,22.3,0.38,36.6
STK_005926,NVDA,NVIDIA Corporation,Technology,2025-03-05,445.37,459.74,434.88,448.97,12499587886.0,1097482222222.0,37.1,0.63,89.7
STK_009168,TSLA,Tesla Inc.,Automotive,2025-03-30,217.72,220.86,213.48,219.62,512429433.0,698790909090.0,26.8,0.39,39.6
STK_005478,ACN,Accenture plc,Technology,2025-01-06,316.1,326.21,308.18,319.36,10553342858.0,199600000000.0,23.3,3.59,52.3
STK_010892,MSFT,Microsoft Corporation,Technology,2025-03-06,377.13,386.51,371.23,382.63,108004206.0,2517302631578.0,31.9,4.05,36.6
STK_008723,V,Visa Inc.,Financial Services,2025-01-26,251.14,253.48,241.98,249.17,604511094.0,498339999999.0,21.0,2.62,53.4
STK_010642,JNJ,Johnson & Johnson,Healthcare,2025-01-09,155.09,161.09,153.46,157.44,2450149290.0,406296774193.0,28.1,1.92,36.7
STK_009768,LIN,Linde plc,Basic Materials,2025-03-21,404.73,414.94,385.98,388.84,1688035149.0,194420000000.0,31.1,4.04,54.0
STK_016262,ADBE,Adobe Inc.,Technology,2025-01-21,523.01,536.32,510.52,521.95,1686371275.0,250937500000.0,26.8,2.83,46.7
STK_004591,GOOGL,Alphabet Inc.,Technology,2025-02-26,139.02,143.47,136.07,141.68,840519480.0,1821600000000.0,13.8,2.05,55.8
STK_004577,MDT,Medtronic plc,Healthcare,2025-02-19,83.42,85.22,82.2,83.0,746337220.0,107411764705.0,21.2,0.27,31.1
STK_016071,MMM,3M Company,Industrials,2025-01-10,103.79,105.49,101.11,102.38,466843287.0,58502857142.0,16.8,0.56,77.6
STK_007813,MMM,3M Company,Industrials,2025-02-07,104.52,106.08,102.21,103.15,,58942857142.0,29.9,3.7,39.4
STK_014824,CAT,Caterpillar Inc.,Industrials,2025-03-10,227.22,235.53,222.92,229.58,244918573.0,119780869565.0,23.9,4.24,49.3
STK_001692,ORCL,Oracle Corporation,Technology,2025-03-06,121.2,123.66,117.97,121.28,358942175.0,323413333333.0,36.6,3.44,50.0
STK_008036,ADBE,Adobe Inc.,Technology,2025-03-12,529.22,536.62,511.26,525.87,499172791.0,252822115384.0,43.7,0.23,56.1
STK_006746,V,Visa Inc.,Financial Services,2025-02-20,253.49,266.99,247.62,260.79,2729154456.0,521580000000.0,17.4,1.21,70.8
STK_000797,MA,Mastercard Inc.,Financial Services,2025-03-08,405.55,418.49,400.42,413.51,106762758.0,413509999999.0,26.1,0.11,37.5
STK_000659,EA,Electronic Arts Inc.,Communication Services,2025-03-02,130.43,134.2,126.83,132.66,287525798.0,40818461538.0,15.4,1.74,36.1
STK_003996,JNJ,Johnson & Johnson,Healthcare,2025-03-06,156.56,162.78,154.49,159.69,4406275753.0,412103225806.0,23.6,4.41,52.4
STK_016146,SBUX,Starbucks Corporation,Consumer Cyclical,2025-02-03,96.7,99.53,94.77,96.84,3268615125.0,112130526315.0,26.2,3.42,29.2
STK_000886,AMD,Advanced Micro Devices Inc.,Technology,2025-01-05,148.06,150.15,144.88,147.53,1046226883.0,236048000000.0,14.9,2.16,36.7
STK_004034,CSCO,Cisco Systems Inc.,Technology,2025-02-24,49.27,50.62,46.65,47.7,1165391543.0,190800000000.0,22.8,2.02,11.6
STK_017128,GE,General Electric Co.,Industrials,2025-01-17,132.54,136.47,124.03,127.64,1003770075.0,137458461538.0,27.2,0.17,56.2
STK_009267,MSFT,Microsoft Corporation,Technology,2025-02-06,378.47,400.93,374.81,396.92,4105128158.0,2611315789473.0,30.5,2.45,59.8
STK_001987,GOOGL,Alphabet Inc.,Technology,2025-02-22,139.09,142.9,135.59,140.26,144300735.0,1803342857142.0,24.2,1.84,47.1
STK_002788,NVDA,NVIDIA Corporation,Technology,2025-02-23,447.91,458.0,441.42,448.47,3535620253.0,1096260000000.0,13.3,3.05,57.9
STK_004925,INTC,Intel Corporation,Technology,2025-02-19,39.51,40.31,37.7,38.63,397979707.0,173835000000.0,20.8,3.62,49.4
STK_007387,ACN,Accenture plc,Technology,2025-02-25,314.66,342.19,308.73,336.7,314383588.0,210437500000.0,8.0,4.37,53.3
STK_016535,META,Meta Platforms Inc.,Communication Services,2025-01-08,323.2,346.5,313.59,337.95,1700675623.0,1056093750000.0,20.0,2.64,39.8
STK_012062,TSLA,Tesla Inc.,Automotive,2025-02-26,218.38,226.15,212.33,222.78,1611852618.0,708845454545.0,21.5,1.2,46.4
STK_007033,IBM,International Business Machines Corp.,Technology,2025-02-27,183.16,188.97,179.37,187.25,779781930.0,166444444444.0,23.2,1.99,48.4
STK_011393,EA,Electronic Arts Inc.,Communication Services,2025-01-28,130.79,137.06,127.85,133.08,862505831.0,40947692307.0,21.5,4.31,43.5
STK_007990,EA,Electronic Arts Inc.,Communication Services,2025-01-15,131.63,135.04,127.36,129.49,241258103.0,39843076923.0,42.8,4.39,62.2
STK_000649,JPM,JPMorgan Chase & Co.,Financial Services,2025-02-19,170.44,171.77,166.6,170.0,1303555303.0,500000000000.0,17.6,1.23,75.4
STK_001984,GE,General Electric Co.,Industrials,2025-02-20,129.23,129.9,125.85,128.62,11253912497.0,138513846153.0,29.3,1.15,50.1
STK_012407,AVGO,Broadcom Inc.,Technology,2025-03-22,1180.17,1207.08,1161.88,1170.74,19409379325.0,487808333333.0,,3.69,54.5
STK_003837,INTC,Intel Corporation,Technology,2025-02-17,39.27,40.54,38.41,40.03,42893225307.0,180135000000.0,24.6,3.3,58.1
STK_005634,RTX,RTX Corporation,Industrials,2025-02-13,84.48,86.91,79.61,81.61,1378209885.0,115214117647.0,33.9,2.17,43.9
STK_013538,MA,Mastercard Inc.,Financial Services,2025-01-21,397.68,401.57,386.77,394.64,897993237.0,394639999999.0,25.4,2.18,70.4
STK_016598,RTX,RTX Corporation,Industrials,2025-03-15,86.42,88.49,82.16,84.07,4166145740.0,118687058823.0,29.5,3.58,47.3
STK_001715,TSLA,Tesla Inc.,Automotive,2025-01-11,218.19,221.8,211.65,,1859904719.0,680240909090.0,17.6,0.73,42.9
STK_015503,ABT,Abbott Laboratories,Healthcare,2025-01-21,111.35,113.61,108.23,111.46,2742615926.0,192521818181.0,23.7,3.83,36.3
STK_017451,AMGN,Amgen Inc.,Healthcare,2025-01-28,276.03,281.81,270.96,276.52,249182543.0,148135714285.0,27.7,2.39,24.9
STK_006487,GM,General Motors Co.,Consumer Cyclical,2025-03-11,39.4,39.76,37.21,38.36,1993080975.0,57540000000.0,17.8,1.12,64.4
STK_010931,F,Ford Motor Co.,Consumer Cyclical,2025-03-22,,12.17,11.68,11.76,2550650956.0,49000000000.0,27.9,0.74,28.6
STK_017099,AMD,Advanced Micro Devices Inc.,Technology,2025-02-22,149.01,150.56,142.54,146.32,138589423.0,234111999999.0,16.6,3.41,46.3
STK_001344,EA,Electronic Arts Inc.,Communication Services,2025-01-02,127.57,128.78,124.25,127.7,1954738765.0,39292307692.0,33.2,2.23,39.6
STK_007563,TSLA,Tesla Inc.,Automotive,2025-03-18,217.97,234.77,215.15,228.19,553711812.0,726059090909.0,23.9,2.43,32.5
STK_017010,TSLA,Tesla Inc.,Automotive,2025-02-20,217.05,223.23,214.15,221.82,3748125747.0,705790909090.0,39.9,0.07,31.3
STK_003687,UPS,United Parcel Service Inc.,Industrials,2025-01-12,160.18,162.71,150.78,151.58,1962842010.0,132632500000.0,18.1,2.39,47.5
STK_016389,ORCL,Oracle Corporation,Technology,2025-02-13,121.09,127.81,119.67,125.76,890081165.0,335360000000.0,39.1,1.74,37.4
STK_004603,F,Ford Motor Co.,Consumer Cyclical,2025-02-13,12.08,12.41,11.75,12.33,1380561210.0,51375000000.0,28.1,3.6,59.7
STK_006142,V,Visa Inc.,Financial Services,2025-03-10,250.52,254.81,241.3,246.37,2901903071.0,492740000000.0,9.2,0.92,47.9
STK_007807,TXN,Texas Instruments Inc.,Technology,2025-01-01,167.72,173.1,163.56,168.86,1233422720.0,153509090909.0,16.0,2.27,47.7
STK_005963,MA,Mastercard Inc.,Financial Services,2025-02-02,395.16,405.63,391.83,396.12,419710567.0,396120000000.0,35.3,2.52,41.6
STK_009236,LIN,Linde plc,Basic Materials,2025-02-28,402.46,412.92,392.32,394.69,15907841854.0,197345000000.0,31.3,2.43,50.3
STK_006929,CAT,Caterpillar Inc.,Industrials,2025-01-03,230.08,231.96,222.94,224.78,2049991419.0,117276521739.0,19.2,0.07,46.4
STK_014587,CRM,Salesforce Inc.,Technology,2025-01-09,230.47,237.11,219.27,225.0,240123584.0,215217391304.0,22.5,4.43,72.1
STK_011599,F,Ford Motor Co.,Consumer Cyclical,2025-01-10,12.04,12.18,11.78,12.08,3203277271.0,50333333333.0,20.7,4.49,58.1
STK_014922,HD,Home Depot Inc.,Consumer Cyclical,2025-01-26,327.89,340.92,325.84,331.11,5228889609.0,351177272727.0,17.1,3.48,47.6
STK_013835,CSCO,Cisco Systems Inc.,Technology,2025-02-20,49.39,51.28,48.21,50.63,2306931417.0,202520000000.0,22.7,3.69,45.8
STK_002846,CSCO,Cisco Systems Inc.,Technology,2025-03-13,49.13,49.82,47.51,48.47,191592797.0,193880000000.0,20.3,2.02,50.6
STK_004574,HON,Honeywell International Inc.,Industrials,2025-02-26,203.84,209.69,197.62,202.14,279827078.0,131390999999.0,13.3,2.38,63.0
STK_008090,PG,Procter & Gamble Co.,Consumer Defensive,2025-03-17,143.73,146.26,142.04,144.58,1370961452.0,348986206896.0,24.9,0.91,69.5
STK_009475,AMD,Advanced Micro Devices Inc.,Technology,2025-01-05,152.43,155.8,148.35,153.89,1534475976.0,246223999999.0,30.9,3.7,36.9
STK_013287,PG,Procter & Gamble Co.,Consumer Defensive,2025-01-19,143.48,146.39,141.35,142.95,7926002418.0,345051724137.0,35.9,2.21,44.0
STK_004036,ABT,Abbott Laboratories,Healthcare,2025-03-27,108.29,110.48,105.6,107.11,1698378613.0,185008181818.0,23.3,0.95,31.1
STK_003593,AMD,Advanced Micro Devices Inc.,Technology,2025-01-16,147.03,151.33,142.11,143.36,96102013.0,229376000000.0,16.0,0.69,40.2
STK_017228,HON,Honeywell International Inc.,Industrials,2025-03-25,197.87,203.45,191.75,197.26,14257705758.0,128219000000.0,19.9,2.08,38.9
STK_001211,INTC,Intel Corporation,Technology,2025-02-11,39.45,40.63,38.4,,5549275281.0,175635000000.0,20.3,0.99,55.3
STK_000107,AMZN,Amazon.com Inc.,Consumer Cyclical,2025-03-20,147.83,148.99,144.53,147.3,223252556.0,1571200000000.0,32.3,2.95,62.4
STK_013013,AAPL,Apple Inc.,Technology,2025-01-10,182.5,183.95,176.85,180.43,1163704111.0,2806688888888.0,30.7,2.09,50.3
STK_008332,MDT,Medtronic plc,Healthcare,2025-01-05,83.36,85.42,81.47,82.39,617115902.0,106622352941.0,33.1,2.74,56.0
STK_012282,NKE,Nike Inc.,Consumer Cyclical,2025-01-15,101.53,102.93,98.2,101.12,5293005377.0,161792000000.0,15.5,3.63,70.6
STK_009860,AVGO,Broadcom Inc.,Technology,2025-02-22,1193.47,1229.33,1185.6,1198.7,832436927.0,499458333333.0,40.2,4.17,51.4
STK_002878,NFLX,Netflix Inc.,Communication Services,2025-02-20,539.49,559.7,533.47,548.06,18782916325.0,239153454545.0,25.1,3.78,38.2
STK_017198,GE,General Electric Co.,Industrials,2025-01-11,127.88,131.1,121.64,125.32,4803748507.0,134960000000.0,29.9,3.81,60.7
STK_003622,IBM,International Business Machines Corp.,Technology,2025-01-26,177.27,181.21,175.55,178.5,5049324367.0,158666666666.0,42.0,2.55,73.6
STK_013831,MDT,Medtronic plc,Healthcare,2025-03-18,86.21,86.89,84.09,85.43,1009765637.0,,8.0,0.81,48.0
STK_007252,CAT,Caterpillar Inc.,Industrials,2025-02-19,233.02,239.94,226.57,233.83,6409617022.0,121998260869.0,18.1,3.5,52.9
STK_005531,UNH,UnitedHealth Group Inc.,Healthcare,2025-03-27,502.65,513.74,495.33,510.82,911743380.0,459737999999.0,17.8,0.95,34.6
STK_012105,UPS,United Parcel Service Inc.,Industrials,2025-03-23,159.89,170.7,156.4,166.94,2471284914.0,146072500000.0,11.2,3.11,68.2
STK_006489,PYPL,PayPal Holdings Inc.,Financial Services,2025-03-03,65.29,68.71,,67.54,256381995.0,83126153846.0,11.6,3.21,72.5
STK_000839,UPS,United Parcel Service Inc.,Industrials,2025-02-04,159.89,163.42,156.59,162.53,1596298928.0,142213750000.0,22.4,2.15,30.2
STK_013609,AAPL,Apple Inc.,Technology,2025-02-12,178.78,180.82,168.95,170.69,2148374557.0,2655177777777.0,23.2,2.43,47.6
STK_016656,SBUX,Starbucks Corporation,Consumer Cyclical,2025-02-01,94.7,99.71,93.71,97.96,5219534622.0,113427368421.0,26.1,3.66,48.1
STK_015861,PM,Philip Morris International Inc.,Consumer Defensive,2025-03-23,95.41,99.18,94.47,96.98,272371577.0,153126315789.0,30.6,0.29,57.1
STK_001604,AMD,Advanced Micro Devices Inc.,Technology,2025-02-22,149.32,152.41,147.02,148.48,2654680899.0,237567999999.0,15.5,0.0,43.3
STK_011802,MMM,3M Company,Industrials,2025-01-10,106.88,109.09,105.07,105.81,395016964.0,60462857142.0,26.6,0.2,66.6
STK_003317,HD,Home Depot Inc.,Consumer Cyclical,2025-03-19,327.1,340.93,325.01,337.36,,357806060606.0,31.6,0.45,36.9
